title,review,rating
Ipad version,This app is wonderful it made my life easier. But please I am kindly asking to make IPAD version with fullscreen. It would be perfect as many people want to use the app with full screen and have enough space to type things out. My best regard to open AI,1
Love it.,"I used this to plan a vacation to another country I have never been, where they speak a language that I don’t speak. 

I am excited for the future. 

Phil",5
perfact,"The new app is perfect for lightweight users, good job🧜‍♂️",5
"Can’t use app, still needs fixing.","When trying to log in any way, it brings me to Safari pages in the app where I CANNOT USE THE KEYBOARD. It just doesn’t appear, and opening up the page in the safari app causes an error every single time. I don’t know what I’m doing wrong but it seems like I’m one of the only people having these issues.",1
Say hello to your new AI buddy!,Amazing app. Easy to use and safe for everyone.,5
Life changing!,Since chat gpt was launched in November 2022 I have been using it everyday! Because is craziest technology humans have even seen! I’m just happy to be alive in this time in history! Let’s change the world!,5
So good,"Having used ChatGPT for some time now, am still so blown away by its intricate grasp of natural language. The app is really performant as well, have been waiting for this!!",5
还行,感觉比网页版稳定 操作也比网页版舒服 按键延迟低 比网页版好多了 毕竟是app,5
"Can't sign up , not even with Microsoft account","I tried to sign up with my Microsoft account and my Google account and I get redirected to a page that says

""
Oops!
The email you provided is not supported.
Please contact us through our help center 
if this issue persists.
Return to homepage""",2
15,15的养老用户表示很难受,2
Please support iPad screen size.,The current version is designed for iPhone screen. An update to support iPad size is needed urgently.,4
good,hi,5
Nice,I like having chat gpt in a app instead of a website and no more chat gpt nock offs,5
make a better place,make our world as a better place,5
Great apps,"Overall it’s a great app, but i’m seeing one issue on my iPad landscape mode. The input box always overlap the message last line at most bottom.",4
FIRST,FIRST,5
Overall Great App! But it doesn’t support plugins,"This app has won me over with its sleek design and user-friendly interface, not to mention the seamless integration of OpenAI into an iOS application. It's on the brink of earning a five-star rating from me, but it falls just short due to the absence of plug-in support - a feature I frequently utilize. As a GPT+ user, I'm hopeful that future updates will introduce this functionality, along with additional features to enhance the user experience.",4
Not support ipad,Not support ipad,1
令人惊叹的聊天体验！,"ChatGPT是我遇到的最先进的聊天智能助手之一。它的自然语言处理能力和回答问题的准确性令人印象深刻。我对其丰富的知识库和流畅的对话能力感到惊讶。无论是要寻求有关任何话题的信息，还是仅仅想与ChatGPT进行随机而有趣的对话，它总是提供出色的答案和个性化的回复。

ChatGPT不仅能够回答问题，还能适应我的语气和个人偏好。它的对话能力很自然，仿佛在与一个真实的人交流一样。我也很欣赏它的多领域知识，从科学和历史到流行文化和技术，它似乎对所有主题都有所了解。

此外，ChatGPT还具有令人满意的用户界面和简洁的设计。使用它非常简单，它的响应速度也非常快。无论我是想与它进行长时间的对话还是只是寻求快速的问题答案，它都能满足我的需求。

总的来说，ChatGPT是一款出色的聊天智能助手，它在为用户提供有趣、有用的对话体验方面表现出色。如果你正在寻找一个高质量的聊天伴侣和智能助手，我强烈推荐尝试ChatGPT！",5
